company,address,industry,website,phone,contact_person,position,email,url
Minh Quân - Công Ty TNHH Giải Pháp Kỹ Thuật Minh Quân,"75 Nguyễn Biểu, P. 1, Q. 5,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy']",['www.minhquantec.com'],['02839237521'],,,,https://www.yellowpages.vn/lgs/1089258/minh-quan-cong-ty-tnhh-giai-phap-ky-thuat-minh-quan.html
Vi An - Công Ty Cổ Phần Cơ Điện Lạnh Công Nghiệp Vi An,"283/26 Cách Mạng Tháng Tám, P. 12, Q. 10,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Điện Lạnh Công Nghiệp - Thiết Bị Và Hệ Thống Điện Lạnh Công Nghiệp', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy', 'Thiết Bị Chống Sét và Hệ Thống Chống Sét', 'Điều Hòa Không Khí - Kinh Doanh và Phân Phối', 'Điện - Nhà Thầu Thi Công Điện']",['www.viancorp.com'],['02838625567'],,,,https://www.yellowpages.vn/lgs/996660/vi-an-cong-ty-co-phan-co-dien-lanh-cong-nghiep-vi-an.html
Chi Nhánh - Công Ty Thăng Long,"71 Huỳnh Thúc Kháng, P. Bến Thành, Q. 1,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy']",[],['02838290253'],,,,https://www.yellowpages.vn/lgs/991164/chi-nhanh-cong-ty-thang-long.html
Công Ty Cổ Phần Thành Hưng PRO,"Phố 06, P. Quảng Hưng,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy', 'Bảo Hộ Lao Động']",['www.cuocsongantoan.com'],"['0941592396', '0988278300']",Nguyễn Hồng Duyên,,,https://www.yellowpages.vn/lgs/1187835792/cong-ty-co-phan-thanh-hung-pro.html
Bảo An - Công Ty TNHH Thương Mại Dịch Vụ,"17 Đường 30 Tháng 4, P. An Lạc, Q. Ninh Kiều,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy']",[],['02923814589'],,,,https://www.yellowpages.vn/lgs/989736/bao-an-cong-ty-tnhh-thuong-mai-dich-vu.html
Trung Tâm Hỗ Trợ Kỹ Thuật An Toàn Công Nghiệp-Bộ Công Thương,"Phòng 31 Tầng 3, 91 Đinh Tiên Hoàng, Q. Hoàn Kiếm,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",[],['02439344140'],,,,https://www.yellowpages.vn/lgs/727719/trung-tam-ho-tro-ky-thuat-an-toan-cong-nghiep-bo-cong-thuong.html
Hưng Tân Thuận - Công Ty TNHH Thương Mại Dịch Vụ Hưng Tân Thuận,"79/3 Khu Phố 1,Nguyễn Văn Linh, P. Tân Thuận Tây, Q. 7,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Đầu Tư -Quản Trị và Tư Vấn', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy']",[],['02838729838'],,,,https://www.yellowpages.vn/lgs/962151/hung-tan-thuan-cong-ty-tnhh-thuong-mai-dich-vu-hung-tan-thuan.html
Viễn Đông - Công Ty TNHH An Toàn Và Phòng Cháy Viễn Đông,"449G/8 Lê Quang Định, P. 5, Q. Bình Thạnh,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy']",['www.fevn.com'],['02835500258'],,,,https://www.yellowpages.vn/lgs/1023111/vien-dong-cong-ty-tnhh-an-toan-va-phong-chay-vien-dong.html
Kỷ Nguyên - Công Ty TNHH Công Nghệ Tin Học Kỷ Nguyên,"130 Nguyễn Văn Trỗi, P. 4, Tp. Vũng Tàu,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phần Mềm', 'Thiết Bị Văn Phòng', 'Máy Vi Tính - Phần Cứng Máy Vi Tính']",['www.eitechvn.com'],['02543542777'],,,,https://www.yellowpages.vn/lgs/1097106/ky-nguyen-cong-ty-tnhh-cong-nghe-tin-hoc-ky-nguyen.html
An Phú Vinh - Công Ty TNHH Thiết Bị Cảnh Báo An Phú Vinh,"699 Lạc Long Quân, P. 10, Q. Tân Bình,","['Viễn Thông - Tư Vấn Hệ Thống Tích Hợp', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",['www.anphuvinh.com'],['02839751779'],,,,https://www.yellowpages.vn/lgs/1022589/an-phu-vinh-cong-ty-tnhh-thiet-bi-canh-bao-an-phu-vinh.html
Công Ty TNHH Thế Giới ánh Sao,"340/19 Trần Cao Vân,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Kiểm Soát Ra Vào - Hệ Thống Và Thiết Bị', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Chuông Báo Cháy, Còi Báo Cháy']",[],"['0906332970', '0906332900']",Ông Lê Văn Cường,,vancuong195@gmail.com,https://www.yellowpages.vn/lgs/1187734587/cong-ty-tnhh-the-gioi-anh-sao.html
Phúc Sinh - Công Ty Cổ Phần Xuất Nhập Khẩu Và Kinh Doanh Xe Đạp Phúc Sinh,"297 Chi Lăng, Tp. Huế,","['Cửa Hàng Bách Hóa', 'Xe Máy - Bán Buôn Và Bán Lẻ', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy', 'Xe Đạp - Bán Buôn Và Bán Lẻ']",['www.xedapphucsinh.com'],['02342240979'],,,,https://www.yellowpages.vn/lgs/965490/phuc-sinh-cong-ty-co-phan-xuat-nhap-khau-va-kinh-doanh-xe-dap-phuc-sinh.html
Công ty TNHH TM&DV Phú Thành Chu Lai,"Số 205 Nguyễn Văn Linh, Khối 03, TT Núi Thành,","['Tổng Đài Điện Thoại - Cung Cấp Và Lắp Đặt', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Cát Xây Dựng', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Viễn Thông - Thiết Bị và Hệ Thống Viễn Thông', 'Vật Liệu Xây Dựng']",['www.phuthanhchulai.com'],"['0914180050', '02353600333']",Trần Văn Luyện,,phuthanhchulai@gmail.com,https://www.yellowpages.vn/lgs/1187750337/cong-ty-tnhh-tm-dv-phu-thanh-chu-lai.html
Công Ty Cổ Phần Sen Vàng Sài Gòn,"25 Huỳnh Đình Hải, P. 14, Q. Bình Thạnh,","['Máy Tính Xách Tay', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Camera Sony', 'Báo Động, Chống Trộm - Hệ Thống Và Thiết Bị', 'Đầu Ghi Hình Camera', 'Camera Questek']",['www.goldenlotus.vn'],"['02873060868', '0902952198']",Ông Lê Minh Thông,,thonglm@goldenlotus.vn,https://www.yellowpages.vn/lgs/1187722188/cong-ty-co-phan-sen-vang-sai-gon.html
Việt Phong - Công Ty TNHH Thương Mại Kỹ Thuật-Showroom Việt Phong,"642 Lê Hồng Phong, P. 10, Q. 10,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",['www.vietphong.com.vn'],['02839132450'],,,,https://www.yellowpages.vn/lgs/1013574/viet-phong-cong-ty-tnhh-thuong-mai-ky-thuat-showroom-viet-phong.html
Yamamoto - Công Ty TNHH Thiết Bị Chống Trộm Yamamoto,"515 Lý Thường Kiệt, P. 8, Q. Tân Bình,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",['www.yamamoto-bohan.com'],['02822449410'],,,,https://www.yellowpages.vn/lgs/1074453/yamamoto-cong-ty-tnhh-thiet-bi-chong-trom-yamamoto.html
Công Ty TNHH HASU Việt Nam,"41/18 Bùi Viện, P. Phạm Ngũ Lão, Q. 1,","['Tổng Đài Điện Thoại - Cung Cấp Và Lắp Đặt', 'An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Báo Động, Chống Trộm - Hệ Thống Và Thiết Bị', 'Thiết Bị Vệ Sinh Cảm ứng', 'Chuông Cửa Có Hình']",[],['02822412423'],Mr. Vũ,,vunguyen81083@gmail.com,https://www.yellowpages.vn/lgs/1187677677/cong-ty-tnhh-hasu-viet-nam.html
An Việt - Công Ty TNHH Đầu Tư & Phát Triển Công Nghệ An Việt,"008 Lô E, Chung Cư Lê Thị Riêng, P. 15, Q. 10,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Truyền Hình Và Truyền Thông - Trang Thiết Bị', 'Thiết Bị Văn Phòng']",['www.anvietco.com.vn'],['02839708633'],,,,https://www.yellowpages.vn/lgs/985761/an-viet-cong-ty-tnhh-dau-tu---phat-trien-cong-nghe-an-viet.html
D.T.M - Công Ty TNHH Thương Mại Dịch Vụ Kỹ Thuật D.T.M,"185 Phạm Ngũ Lão, P. 4, Q. Gò Vấp,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Thiết Bị Điện - Nhập Khẩu và Phân Phối Thiết Bị Điện']",[],['02838955790'],,,,https://www.yellowpages.vn/lgs/1090323/d.t.m-cong-ty-tnhh-thuong-mai-dich-vu-ky-thuat-d.t.m.html
CFTD - Công Ty Cổ Phần Công Nghệ CFTD,"Tầng4, Tòa Nhà Thành Công, 52 Láng Hạ, Q. Ba Đình,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",['www.cftd.com'],['02438352383'],,,,https://www.yellowpages.vn/lgs/1391676/cftd-cong-ty-co-phan-cong-nghe-cftd.html
Công Ty TNHH Thiết Bị An Ninh Giám Sát Việt Nhật,"Số 281, Đặng Xuân Bảng, Xã Nam Vân, Thành Phố Nam Định,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera']",['www.vietnhatsecurity.com'],"['0988332540', '0904347900']",Ông Trần Thanh Tân,,thietbianninhvietnhat@gmail.com,https://www.yellowpages.vn/lgs/1187789976/cong-ty-tnhh-thiet-bi-an-ninh-giam-sat-viet-nhat.html
Công Ty TNHH Thiết Bị An Ninh Hạnh Phi,"K156 Hải Hồ, Tổ 13, P. Thuận Phước, Q. Hải Châu,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Camera IP', 'Viễn Thông - Thiết Bị và Hệ Thống Viễn Thông', 'Camera Analog', 'Đầu Ghi Hình Camera']",['www.hanhphi.com.vn'],"['02363531315', '0905531579']",Ông Trương Lê Quang,Giám Đốc,,https://www.yellowpages.vn/lgs/1187703609/cong-ty-tnhh-thiet-bi-an-ninh-hanh-phi.html
Công Ty TNHH Sản Xuất Thương Mại Phát Triển Dịch Vụ PTV,"347 Lê Văn Thọ, Phường 9, Quân Gò Vấp,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Báo Động, Chống Trộm - Hệ Thống Và Thiết Bị', 'Linh Kiện Điện Tử', 'Chuông Cửa Có Hình']",['www.ptvcompany.com'],"['0938277108', '0916619837', '02838311378']",Ông Thạch Văn Phi,Giám Đốc,vanphibaclieu@gmail.com,https://www.yellowpages.vn/lgs/1187777310/cong-ty-tnhh-san-xuat-thuong-mai-phat-trien-dich-vu-ptv.html
Vi An - Công Ty Cổ Phần Cơ Điện Lạnh Công Nghiệp Vi An,"283/26 Cách Mạng Tháng Tám, P. 12, Q. 10,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Điện Lạnh Công Nghiệp - Thiết Bị Và Hệ Thống Điện Lạnh Công Nghiệp', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy', 'Thiết Bị Chống Sét và Hệ Thống Chống Sét', 'Điều Hòa Không Khí - Kinh Doanh và Phân Phối', 'Điện - Nhà Thầu Thi Công Điện']",['www.viancorp.com'],['02838625567'],,,,https://www.yellowpages.vn/lgs/996660/vi-an-cong-ty-co-phan-co-dien-lanh-cong-nghiep-vi-an.html
Linh Trí - Công Ty TNHH Thương Mại Dịch Vụ Linh Trí,"37D Lạc Long Quân, P. 5, Q. 11,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy']",[],['02839746039'],,,,https://www.yellowpages.vn/lgs/689085/linh-tri-cong-ty-tnhh-thuong-mai-dich-vu-linh-tri.html
Tân Thành An - Chi Nhánh Công Ty TNHH Thương Mại Và Công Nghệ Tân Thành An,"110 Nguyễn Thái Học, Q. Ba Đình,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",['www.tanthanhan.com'],['02437343243'],,,,https://www.yellowpages.vn/lgs/1274682/tan-thanh-an-chi-nhanh-cong-ty-tnhh-thuong-mai-va-cong-nghe-tan-thanh-an.html
Công Ty TNHH Đầu Tư Và Dịch Vụ Bảo Thắng,"19/83, Khu 16 Lũng Bắc, P. Đằng Hải, Q. Hải An,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Thiết Bị Siêu Thị', 'Thiết Bị Mã Vạch (Máy In, Mực In, Đầu Đọc, Giấy In Mã Vạch)', 'Cổng Từ An Ninh']",['www.thietbisieuthivn.com'],['02253804938'],,,,https://www.yellowpages.vn/lgs/1187674404/cong-ty-tnhh-dau-tu-va-dich-vu-bao-thang.html
BW - Công Ty TNHH Xây Dựng & Phát Triển Công Nghệ BW,"Tổ 22,P. Hòa Thọ Tây, Q. Cẩm Lệ,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",[],['02362463449'],,,,https://www.yellowpages.vn/lgs/3718758/bw-cong-ty-tnhh-xay-dung---phat-trien-cong-nghe-bw.html
Công Nghệ Việt - Công Ty Cổ Phần Giải Pháp An Ninh Công Nghệ Việt,"64 Nguyễn Đình Chiểu, P. Đa Kao, Q. 1,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",[],['02838241194'],,,,https://www.yellowpages.vn/lgs/715941/cong-nghe-viet-cong-ty-co-phan-giai-phap-an-ninh-cong-nghe-viet.html
Tân Tiến - Công Ty TNHH Thương Mại Kỹ Thuật Tân Tiến,"41Z Điện Biên Phủ, P. 25, Q. Bình Thạnh,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy']",['www.vnexceltech.com'],['02854456200'],,,,https://www.yellowpages.vn/lgs/1076016/tan-tien-cong-ty-tnhh-thuong-mai-ky-thuat-tan-tien.html
M-Security Technology Indochina - Vpđd Công ty TNHH M-Security Technology Indochina,"Phòng 507, Tầng5, Quảng Trường Hà Nội Tung Shing, 2 Ngô Quyền, Q. Hoàn Kiếm,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",['www.mtechpro.com'],['02439350970'],,,,https://www.yellowpages.vn/lgs/1294236/m-security-technology-indochina-vpdd-cong-ty-tnhh-m-security-technology-indochina.html
Công Ty TNHH Công Nghệ Tân Quân,"48B, ấp Bắc, P. 13, Q. Tân Bình,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Tự Động Hóa - Hệ Thống và Thiết Bị Tự Động Hóa', 'Nhà Thông Minh - Hệ Thống Và Thiết Bị', 'Kiểm Soát Ra Vào - Hệ Thống Và Thiết Bị', 'Khóa Khách Sạn']",['www.tqc-vietnam.com'],"['02854445813', '0913694400', '0854445813']",Hotline,,info@tanquan.com,https://www.yellowpages.vn/lgs/1056852/cong-ty-tnhh-cong-nghe-tan-quan.html
Biển Đỏ Hà Nội - Công Ty TNHH Biển Đỏ Hà Nội,"527 Hồng Hà, Q. Hoàn Kiếm,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",[],['02439328141'],,,,https://www.yellowpages.vn/lgs/1391562/bien-do-ha-noi-cong-ty-tnhh-bien-do-ha-noi.html
Trường Tiến - Công Ty TNHH Thương Mại Dịch Vụ Công Nghệ Trường Tiến,"128/3/4 Nguyễn Sơn, P. Phú Thọ Hòa, Q. Tân Phú,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy']",['www.truongtienco.com.vn'],['02839731449'],,,,https://www.yellowpages.vn/lgs/1197993/truong-tien-cong-ty-tnhh-thuong-mai-dich-vu-cong-nghe-truong-tien.html
An Nhân - Công Ty TNHH An Nhân,"1459/19A Phạm Thế Hiển, P. 6, Q. 8,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",[],['02839816317'],,,,https://www.yellowpages.vn/lgs/989394/an-nhan-cong-ty-tnhh-an-nhan.html
Trường Tiến - Công Ty TNHH Thương Mại Dịch Vụ Công Nghệ Trường Tiến,"128/3/4 Nguyễn Sơn, P. Phú Thọ Hòa, Q. Tân Phú,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy']",['www.truongtienco.com.vn'],['02839731449'],,,,https://www.yellowpages.vn/lgs/1197993/truong-tien-cong-ty-tnhh-thuong-mai-dich-vu-cong-nghe-truong-tien.html
BW - Công Ty TNHH Xây Dựng & Phát Triển Công Nghệ BW,"Tổ 22,P. Hòa Thọ Tây, Q. Cẩm Lệ,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",[],['02362463449'],,,,https://www.yellowpages.vn/lgs/3718758/bw-cong-ty-tnhh-xay-dung---phat-trien-cong-nghe-bw.html
An Bảo Gia - Công Ty TNHH Công Nghệ Kỹ Thuật An Bảo Gia,"184 Bùi Thị Xuân, P. 3, Q. Tân Bình,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Xây Dựng - Nhà Thầu Xây Dựng', 'Thiết Bị Điện - Nhập Khẩu và Phân Phối Thiết Bị Điện']",[],['02839916561'],,,,https://www.yellowpages.vn/lgs/1103607/an-bao-gia-cong-ty-tnhh-cong-nghe-ky-thuat-an-bao-gia.html
Công Ty Cổ Phần Kinh Doanh Máy Và Phụ Tùng Tổng Hợp,"49 Khương Thượng, Q. Đống Đa,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Nhà Thông Minh - Hệ Thống Và Thiết Bị', 'Cửa - Nhà Sản Xuất và Kinh Doanh']",['www.thegioithongminh.com'],['02422455488'],,,,https://www.yellowpages.vn/lgs/119336481/cong-ty-co-phan-kinh-doanh-may-va-phu-tung-tong-hop.html
Công Ty Cổ Phần Đầu Tư Thương Mại & Phát Triển Công Nghệ Toàn Cầu,"Số 1 Ngõ 168/1 Hào Nam, Q. Đống Đa,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Viễn Thông - Thiết Bị và Hệ Thống Viễn Thông']",['www.tct-vn.com'],['02837368668'],,,,https://www.yellowpages.vn/lgs/1187673654/cong-ty-co-phan-dau-tu-thuong-mai---phat-trien-cong-nghe-toan-cau.html
Công Ty TNHH Nguyễn Thu,"16/37 Đường B3, P. Tây Thạnh, Q. Tân Phú,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",[],"['02838162755', '0903916418']",Bà Nguyễn Thu Nguyệt,,nnguyenthu@yahoo.com.vn,https://www.yellowpages.vn/lgs/1155432/cong-ty-tnhh-nguyen-thu.html
Văn Phòng Đại Diện - Công Ty Tyco Fire Security Và Services (Thái Lan),"Phòng 5.7A, Tầng5, Tòa Nhà E. Town 2, 364 Cộng Hòa, P. 13, Q. Tân Bình,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy']",[],['02838123885'],,,,https://www.yellowpages.vn/lgs/1063101/van-phong-dai-dien-cong-ty-tyco-fire-security-va-services--thai-lan-.html
Công Ty TNHH Thiết Bị An Ninh Giám Sát Việt Nhật,"Số 281, Đặng Xuân Bảng, Xã Nam Vân, Thành Phố Nam Định,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera']",['www.vietnhatsecurity.com'],"['0988332540', '0904347900']",Ông Trần Thanh Tân,,thietbianninhvietnhat@gmail.com,https://www.yellowpages.vn/lgs/1187789976/cong-ty-tnhh-thiet-bi-an-ninh-giam-sat-viet-nhat.html
Công Ty Cổ Phần Thành Hưng PRO,"Phố 06, P. Quảng Hưng,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy', 'Bảo Hộ Lao Động']",['www.cuocsongantoan.com'],"['0941592396', '0988278300']",Nguyễn Hồng Duyên,,,https://www.yellowpages.vn/lgs/1187835792/cong-ty-co-phan-thanh-hung-pro.html
Công Ty TNHH Đầu Tư Mạng Kỹ Thuật Số Việt,"288A-11 Nam Kỳ Khởi Nghĩa, P. 8, Q. 3,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",['www.esafe.com.vn'],['02838480000'],,,,https://www.yellowpages.vn/lgs/1038807/cong-ty-tnhh-dau-tu-mang-ky-thuat-so-viet.html
Chi Nhánh - Công Ty Đông á,"53B Quán Thánh, Q. Ba Đình,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",[],['02438432321'],,,,https://www.yellowpages.vn/lgs/721674/chi-nhanh-cong-ty-dong-a.html
Trang Kha - Công Ty TNHH Trang Kha,"50 Trần Quý Cáp, P. 11, Q. Bình Thạnh,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Máy Tính Tiền Điện Tử']",[],['02835166610'],,,,https://www.yellowpages.vn/lgs/1170189/trang-kha-cong-ty-tnhh-trang-kha.html
Thành Khôi - Công Ty TNHH Kỹ Thuật Thành Khôi,"460 Huỳnh Văn Bánh, P. 14, Q. Phú Nhuận,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn']",[],['02839918464'],,,,https://www.yellowpages.vn/lgs/1103631/thanh-khoi-cong-ty-tnhh-ky-thuat-thanh-khoi.html
Hưng Long - Công Ty CP TM Tin Học Hưng Long,"Số 6, Phố Đội Cung, P. Lê Đại Hành, Q. Hai Bà Trưng,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Linh Kiện Điện Tử', 'Máy Văn Phòng', 'Máy Vi Tính, Laptop - Linh Kiện Máy Vi Tính, Laptop']",['www.hunglong.vn'],['02436285888'],,,,https://www.yellowpages.vn/lgs/1187678952/hung-long-cong-ty-cp-tm-tin-hoc-hung-long.html
Công Ty TNHH Thế Giới ánh Sao,"340/19 Trần Cao Vân,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Kiểm Soát Ra Vào - Hệ Thống Và Thiết Bị', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Chuông Báo Cháy, Còi Báo Cháy']",[],"['0906332970', '0906332900']",Ông Lê Văn Cường,,vancuong195@gmail.com,https://www.yellowpages.vn/lgs/1187734587/cong-ty-tnhh-the-gioi-anh-sao.html
Công Ty CP Đầu Tư Thương Mại Và Sản Xuất An Vinh,"Số 11 Ngách 2 ngõ 56, Đường Lê Văn Hiến, Q. Bắc Từ Liêm,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Máy In Mã Vạch', 'Kiểm Soát Ra Vào - Hệ Thống Và Thiết Bị', 'Máy Văn Phòng']",['www.anvinhco.vn'],"['02462693398', '0914525468']",Ông Trần Ngọc Hiền,P. Kinh doanh,,https://www.yellowpages.vn/lgs/1187729472/cong-ty-cp-dau-tu-thuong-mai-va-san-xuat-an-vinh.html
G.P.K.T - Công Ty TNHH Thương Mại Dịch Vụ G.P.K.T,"45 Trần Quang Diệu Nối Dài, P. 13, Q. 3,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Báo Động, Chống Trộm - Hệ Thống Và Thiết Bị', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy', 'Kiểm Soát Ra Vào - Hệ Thống Và Thiết Bị', 'Chuông Cửa Có Hình']",['www.gpktco.com'],['02839317997'],,,,https://www.yellowpages.vn/lgs/1025724/g.p.k.t-cong-ty-tnhh-thuong-mai-dich-vu-g.p.k.t.html
An Thiên Quang - Công Ty TNHH Dịch Vụ Thương Mại An Thiên Quang,"414 Cách Mạng Tháng Tám, P. 4, Q. Tân Bình,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Truyền Hình Và Truyền Thông - Trang Thiết Bị', 'Truyền Hình - Các Công Ty', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy']",['www.atqtv.com'],['02838119589'],,,,https://www.yellowpages.vn/lgs/1033860/an-thien-quang-cong-ty-tnhh-dich-vu-thuong-mai-an-thien-quang.html
Công Ty TNHH SX - TM - DV Du Lịch Phú Bình,"195 Lý Thường Kiệt, P. 7, Q. 11,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Camera Quan Sát - Phân Phối Và Lắp Đặt Hệ Thống Camera', 'Báo Động, Chống Trộm - Hệ Thống Và Thiết Bị', 'Đầu Ghi Hình Camera', 'Bộ Đàm']",['www.cameraphubinh.com'],"['0987884980', '0907333164', '02839560615']",Phạm Thị Hương,Kế Toán Trưởng,phamhuong1916@gmail.com,https://www.yellowpages.vn/lgs/1187749674/cong-ty-tnhh-sx-tm-dv-du-lich-phu-binh.html
Minh Quân - Công Ty TNHH Giải Pháp Kỹ Thuật Minh Quân,"75 Nguyễn Biểu, P. 1, Q. 5,","['An Ninh, An Toàn - Hệ Thống Và Thiết Bị An Ninh, An Toàn', 'Phòng Cháy Chữa Cháy - Thiết Bị Phòng Cháy Chữa Cháy']",['www.minhquantec.com'],['02839237521'],,,,https://www.yellowpages.vn/lgs/1089258/minh-quan-cong-ty-tnhh-giai-phap-ky-thuat-minh-quan.html
